[00:00:00] , "Team 1" , "0" , "NELS" , "EV_PlayerJoinedMatch" , "NELS" , ""
[00:01:21] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(-25.25, 0.12, -36.26)" , ""
[00:01:21] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(-14.63, -0.11, -30.93)" , ""
[00:01:21] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(-22.53, -0.10, -35.29)" , ""
[00:01:21] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(-19.30, -0.12, -32.56)" , ""
[00:01:21] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-15.17, 0.07, -36.74)" , ""
[00:01:21] , "Team 2" , "5" , "Torbjörn" , "EV_Charge_Ultimate" , "13" , ""
[00:01:21] , "Team 2" , "4" , "Bastion" , "EV_Charge_Ultimate" , "15" , ""
[00:01:21] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "7" , ""
[00:01:21] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "9" , ""
[00:01:21] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "14" , ""
[00:01:21] , "Team 2" , "0" , "Zenyatta" , "EV_Charge_Ultimate" , "10" , ""
[00:01:21] , "Team 1" , "5" , "Soldier: 76" , "EV_Charge_Ultimate" , "7" , ""
[00:01:21] , "Team 1" , "4" , "Zarya" , "EV_Charge_Ultimate" , "7" , ""
[00:01:21] , "Team 1" , "3" , "Roadhog" , "EV_Charge_Ultimate" , "8" , ""
[00:01:21] , "Team 1" , "2" , "Lúcio" , "EV_Charge_Ultimate" , "7" , ""
[00:01:21] , "Team 1" , "1" , "Zenyatta" , "EV_Charge_Ultimate" , "7" , ""
[00:01:21] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:21] , "Team 1" , "5" , "Soldier: 76" , "EV_Knockback_Dealt" , "" , "Soldier: 76"
[00:01:21] , "Team 1" , "5" , "Soldier: 76" , "EV_Knockback_Dealt" , "" , "Soldier: 76"
[00:01:21] , "Team 1" , "5" , "Soldier: 76" , "EV_Knockback_Received" , "" , "Soldier: 76"
[00:01:21] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Dealt" , "" , "Roadhog"
[00:01:21] , "Team 1" , "3" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:22] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:22] , "Team 1" , "3" , "Roadhog" , "EV_Knockback_Dealt" , "" , "Roadhog"
[00:01:22] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "76" , ""
[00:01:22] , "Team 1" , "1" , "Zenyatta" , "EV_UsedAbility_1" , "Zenyatta" , ""
[00:01:23] , "Team 2" , "3" , "Zarya" , "EV_UsedAbility_1" , "Zarya" , ""
[00:01:23] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-21.12, -0.10, -30.61)" , ""
[00:01:23] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(-17.58, 1.00, -16.56)" , ""
[00:01:23] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-21.46, 1.00, -21.10)" , ""
[00:01:23] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-16.96, -0.13, -34.42)" , ""
[00:01:23] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-23.37, -0.09, -35.49)" , ""
[00:01:23] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-15.87, 0.07, -37.74)" , ""
[00:01:23] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(3.38, 1.00, 40.08)" , ""
[00:01:23] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(-25.81, 0.12, -34.78)" , ""
[00:01:23] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(-20.36, -0.11, -32.79)" , ""
[00:01:23] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(-23.54, -0.09, -33.39)" , ""
[00:01:23] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(-20.34, -0.11, -34.14)" , ""
[00:01:23] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-14.96, 0.07, -37.12)" , ""
[00:01:24] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:24] , "Team 1" , "2" , "Lúcio" , "EV_Knockback_Dealt" , "" , "Lúcio"
[00:01:24] , "Team 1" , "3" , "Roadhog" , "EV_UsedAbility_1" , "Roadhog" , ""
[00:01:24] , "Team 2" , "1" , "Ana" , "EV_Died" , "" , "NELS"
[00:01:24] , "Team 1" , "4" , "Zarya" , "EV_Kill" , "Ana" , ""
[00:01:24] , "Team 1" , "2" , "Lúcio" , "EV_Kill" , "Ana" , ""
[00:01:24] , "Team 1" , "0" , "NELS" , "EV_FinalBlow" , "Ana" , ""
[00:01:24] , "Team 1" , "0" , "NELS" , "EV_Kill" , "Ana" , ""
[00:01:25] , "Team 1" , "1" , "Zenyatta" , "EV_UsedAbility_1" , "Zenyatta" , ""
[00:01:25] , "Team 1" , "1" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:25] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-17.87, -0.13, -34.82)" , ""
[00:01:25] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(-17.58, 1.00, -16.56)" , ""
[00:01:25] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-21.46, 1.00, -21.10)" , ""
[00:01:25] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-15.32, -0.13, -33.21)" , ""
[00:01:25] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-27.43, 0.13, -36.54)" , ""
[00:01:25] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-16.24, 0.07, -35.93)" , ""
[00:01:25] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(3.38, 1.00, 39.77)" , ""
[00:01:25] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(-26.56, 0.08, -32.92)" , ""
[00:01:25] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(-17.81, -0.12, -33.46)" , ""
[00:01:25] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(-21.66, 0.10, -38.26)" , ""
[00:01:25] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(-20.00, -0.11, -33.65)" , ""
[00:01:25] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-17.66, -0.12, -28.98)" , ""
[00:01:26] , "Team 2" , "5" , "Torbjörn" , "EV_Charge_Ultimate" , "17" , ""
[00:01:26] , "Team 2" , "4" , "Bastion" , "EV_Charge_Ultimate" , "16" , ""
[00:01:26] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "9" , ""
[00:01:26] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "13" , ""
[00:01:26] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "18" , ""
[00:01:26] , "Team 2" , "0" , "Zenyatta" , "EV_Charge_Ultimate" , "11" , ""
[00:01:26] , "Team 1" , "5" , "Soldier: 76" , "EV_Charge_Ultimate" , "9" , ""
[00:01:26] , "Team 1" , "4" , "Zarya" , "EV_Charge_Ultimate" , "11" , ""
[00:01:26] , "Team 1" , "3" , "Roadhog" , "EV_Charge_Ultimate" , "9" , ""
[00:01:26] , "Team 1" , "2" , "Lúcio" , "EV_Charge_Ultimate" , "12" , ""
[00:01:26] , "Team 1" , "1" , "Zenyatta" , "EV_Charge_Ultimate" , "11" , ""
[00:01:27] , "Team 1" , "1" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:27] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-14.34, -0.13, -33.00)" , ""
[00:01:27] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(4.61, 1.20, 44.25)" , ""
[00:01:27] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-21.46, 1.00, -21.10)" , ""
[00:01:27] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-14.28, -0.11, -28.89)" , ""
[00:01:27] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-20.45, -0.11, -32.64)" , ""
[00:01:27] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-16.24, 0.07, -35.93)" , ""
[00:01:27] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(3.38, 1.00, 39.77)" , ""
[00:01:27] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(-25.53, -0.11, -31.42)" , ""
[00:01:27] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(-13.97, -0.12, -31.66)" , ""
[00:01:27] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(-21.38, -0.11, -32.18)" , ""
[00:01:27] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(-16.37, -0.12, -30.12)" , ""
[00:01:27] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-23.05, -0.10, -31.82)" , ""
[00:01:27] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:27] , "Team 1" , "3" , "Roadhog" , "EV_Knockback_Dealt" , "" , "Roadhog"
[00:01:27] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "91" , ""
[00:01:27] , "Team 2" , "3" , "Zarya" , "EV_Knockback_Dealt" , "" , "Zarya"
[00:01:27] , "Team 2" , "3" , "Zarya" , "EV_Knockback_Dealt" , "" , "Zarya"
[00:01:27] , "Team 1" , "2" , "Lúcio" , "EV_Knockback_Received" , "" , "Lúcio"
[00:01:27] , "Team 1" , "0" , "NELS" , "EV_Knockback_Received" , "" , "NELS"
[00:01:27] , "Team 2" , "3" , "Zarya" , "EV_Knockback_Dealt" , "" , "Zarya"
[00:01:27] , "Team 1" , "4" , "Zarya" , "EV_Knockback_Received" , "" , "Zarya"
[00:01:27] , "Team 2" , "3" , "Zarya" , "EV_Knockback_Received" , "" , "Zarya"
[00:01:27] , "Team 1" , "0" , "NELS" , "EV_Knockback_Dealt" , "" , "NELS"
[00:01:27] , "Team 2" , "3" , "Zarya" , "EV_UsedAbility_2" , "Zarya" , ""
[00:01:29] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:29] , "Team 1" , "4" , "Zarya" , "EV_Knockback_Dealt" , "" , "Zarya"
[00:01:29] , "Team 2" , "2" , "Roadhog" , "EV_UsedAbility_1" , "Roadhog" , ""
[00:01:29] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-9.99, 0.84, -33.91)" , ""
[00:01:29] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(4.61, 1.00, 44.25)" , ""
[00:01:29] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-21.46, 1.00, -21.10)" , ""
[00:01:29] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-14.83, 0.07, -37.29)" , ""
[00:01:29] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-20.63, -0.12, -34.53)" , ""
[00:01:29] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-16.24, 0.07, -35.93)" , ""
[00:01:29] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(3.38, 1.00, 39.77)" , ""
[00:01:29] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(-20.89, 0.02, -25.80)" , ""
[00:01:29] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(-19.30, -0.12, -31.89)" , ""
[00:01:29] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(-22.48, 0.11, -38.46)" , ""
[00:01:29] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(-22.63, -0.10, -34.63)" , ""
[00:01:29] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-21.33, -0.11, -35.44)" , ""
[00:01:29] , "Team 1" , "1" , "Zenyatta" , "EV_UsedAbility_1" , "Zenyatta" , ""
[00:01:29] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:29] , "Team 1" , "3" , "Roadhog" , "EV_Knockback_Dealt" , "" , "Roadhog"
[00:01:29] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:29] , "Team 1" , "2" , "Lúcio" , "EV_Knockback_Dealt" , "" , "Lúcio"
[00:01:30] , "Team 2" , "2" , "Roadhog" , "EV_UsedAbility_2" , "Roadhog" , ""
[00:01:31] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-11.15, -0.13, -31.71)" , ""
[00:01:31] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:31] , "Team 1" , "4" , "Zarya" , "EV_Knockback_Dealt" , "" , "Zarya"
[00:01:31] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(4.61, 1.00, 44.25)" , ""
[00:01:31] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(2.86, 1.00, 45.73)" , ""
[00:01:31] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-13.61, -0.11, -29.24)" , ""
[00:01:31] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-21.80, -0.11, -36.03)" , ""
[00:01:31] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-16.24, 0.07, -35.93)" , ""
[00:01:31] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(3.38, 1.00, 39.77)" , ""
[00:01:31] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(-20.89, 0.02, -25.80)" , ""
[00:01:31] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(-22.53, -0.10, -34.08)" , ""
[00:01:31] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(-20.39, 0.09, -37.80)" , ""
[00:01:31] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(-21.57, -0.10, -32.21)" , ""
[00:01:31] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-24.17, -0.09, -34.53)" , ""
[00:01:31] , "Team 2" , "5" , "Torbjörn" , "EV_Charge_Ultimate" , "22" , ""
[00:01:31] , "Team 2" , "4" , "Bastion" , "EV_Charge_Ultimate" , "17" , ""
[00:01:31] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "13" , ""
[00:01:31] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "14" , ""
[00:01:31] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "19" , ""
[00:01:31] , "Team 2" , "0" , "Zenyatta" , "EV_Charge_Ultimate" , "12" , ""
[00:01:31] , "Team 1" , "5" , "Soldier: 76" , "EV_Charge_Ultimate" , "12" , ""
[00:01:31] , "Team 1" , "4" , "Zarya" , "EV_Charge_Ultimate" , "13" , ""
[00:01:31] , "Team 1" , "3" , "Roadhog" , "EV_Charge_Ultimate" , "14" , ""
[00:01:31] , "Team 1" , "2" , "Lúcio" , "EV_Charge_Ultimate" , "15" , ""
[00:01:31] , "Team 1" , "1" , "Zenyatta" , "EV_Charge_Ultimate" , "15" , ""
[00:01:31] , "Team 1" , "1" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:32] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "95" , ""
[00:01:32] , "Team 2" , "3" , "Zarya" , "EV_Knockback_Dealt" , "" , "Zarya"
[00:01:32] , "Team 1" , "0" , "NELS" , "EV_Knockback_Received" , "" , "NELS"
[00:01:32] , "Team 2" , "3" , "Zarya" , "EV_Died" , "" , "Zenyatta"
[00:01:32] , "Team 1" , "5" , "Soldier: 76" , "EV_Kill" , "Zarya" , ""
[00:01:32] , "Team 1" , "1" , "Zenyatta" , "EV_FinalBlow" , "Zarya" , ""
[00:01:32] , "Team 1" , "1" , "Zenyatta" , "EV_Kill" , "Zarya" , ""
[00:01:32] , "Team 1" , "0" , "NELS" , "EV_Kill" , "Zarya" , ""
[00:01:33] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-19.38, -0.11, -29.00)" , ""
[00:01:33] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(4.61, 1.00, 44.25)" , ""
[00:01:33] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(2.86, 1.00, 45.73)" , ""
[00:01:33] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-20.30, -0.11, -28.95)" , ""
[00:01:33] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-24.06, -0.10, -32.19)" , ""
[00:01:33] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-16.24, 0.07, -35.93)" , ""
[00:01:33] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(3.38, 1.00, 39.77)" , ""
[00:01:33] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(-24.78, -0.13, -25.68)" , ""
[00:01:33] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(-22.15, -0.11, -35.74)" , ""
[00:01:33] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(-20.79, -0.11, -33.15)" , ""
[00:01:33] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(-20.06, -0.11, -32.97)" , ""
[00:01:33] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-21.04, -0.10, -31.01)" , ""
[00:01:33] , "Team 1" , "0" , "NELS" , "EV_UsedAbility_Ultimate" , "Reaper" , ""
[00:01:33] , "Team 1" , "3" , "Roadhog" , "EV_UsedAbility_1" , "Roadhog" , ""
[00:01:33] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_1" , "Zenyatta" , ""
[00:01:34] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:34] , "Team 1" , "1" , "Zenyatta" , "EV_Knockback_Dealt" , "" , "Zenyatta"
[00:01:34] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:34] , "Team 1" , "2" , "Lúcio" , "EV_Knockback_Dealt" , "" , "Lúcio"
[00:01:34] , "Team 2" , "2" , "Roadhog" , "EV_Died" , "" , "NELS"
[00:01:34] , "Team 1" , "5" , "Soldier: 76" , "EV_Kill" , "Roadhog" , ""
[00:01:34] , "Team 1" , "4" , "Zarya" , "EV_Kill" , "Roadhog" , ""
[00:01:34] , "Team 1" , "3" , "Roadhog" , "EV_Kill" , "Roadhog" , ""
[00:01:34] , "Team 1" , "2" , "Lúcio" , "EV_Kill" , "Roadhog" , ""
[00:01:34] , "Team 1" , "1" , "Zenyatta" , "EV_Kill" , "Roadhog" , ""
[00:01:34] , "Team 1" , "0" , "NELS" , "EV_FinalBlow" , "Roadhog" , ""
[00:01:34] , "Team 1" , "0" , "NELS" , "EV_Kill" , "Roadhog" , ""
[00:01:34] , "Team 1" , "1" , "Zenyatta" , "EV_UsedAbility_1" , "Zenyatta" , ""
[00:01:35] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-17.79, -0.11, -31.04)" , ""
[00:01:35] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(4.61, 1.00, 44.25)" , ""
[00:01:35] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(2.86, 1.00, 45.73)" , ""
[00:01:35] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-20.30, -0.11, -28.95)" , ""
[00:01:35] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-21.16, -0.11, -33.91)" , ""
[00:01:35] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(3.32, 1.00, 40.96)" , ""
[00:01:35] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(3.46, 1.00, 38.85)" , ""
[00:01:35] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(-25.08, -0.13, -27.18)" , ""
[00:01:35] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(-20.63, -0.10, -34.00)" , ""
[00:01:35] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(-19.00, -0.12, -31.14)" , ""
[00:01:35] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(-22.30, 0.12, -39.55)" , ""
[00:01:35] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-21.13, 0.09, -37.37)" , ""
[00:01:36] , "Team 2" , "5" , "Torbjörn" , "EV_Charge_Ultimate" , "26" , ""
[00:01:36] , "Team 2" , "4" , "Bastion" , "EV_Charge_Ultimate" , "18" , ""
[00:01:36] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "14" , ""
[00:01:36] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "29" , ""
[00:01:36] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "20" , ""
[00:01:36] , "Team 2" , "0" , "Zenyatta" , "EV_Charge_Ultimate" , "13" , ""
[00:01:36] , "Team 1" , "5" , "Soldier: 76" , "EV_Charge_Ultimate" , "14" , ""
[00:01:36] , "Team 1" , "4" , "Zarya" , "EV_Charge_Ultimate" , "16" , ""
[00:01:36] , "Team 1" , "3" , "Roadhog" , "EV_Charge_Ultimate" , "16" , ""
[00:01:36] , "Team 1" , "2" , "Lúcio" , "EV_Charge_Ultimate" , "19" , ""
[00:01:36] , "Team 1" , "1" , "Zenyatta" , "EV_Charge_Ultimate" , "21" , ""
[00:01:37] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-12.95, 0.07, -25.27)" , ""
[00:01:37] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(6.31, 1.00, 37.47)" , ""
[00:01:37] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-2.72, 1.00, 37.29)" , ""
[00:01:37] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-20.30, -0.11, -28.95)" , ""
[00:01:37] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-21.16, -0.11, -33.91)" , ""
[00:01:37] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(3.07, 1.00, 30.26)" , ""
[00:01:37] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(4.77, 1.00, 28.45)" , ""
[00:01:37] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(-18.38, -0.11, -32.14)" , ""
[00:01:37] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(-17.97, -0.12, -30.40)" , ""
[00:01:37] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(-19.49, -0.11, -32.24)" , ""
[00:01:37] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(-18.65, 0.07, -37.29)" , ""
[00:01:37] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-12.40, 0.07, -37.63)" , ""
[00:01:37] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "0" , ""
[00:01:38] , "Team 1" , "1" , "Zenyatta" , "EV_UsedAbility_1" , "Zenyatta" , ""
[00:01:39] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-10.03, 0.89, -15.88)" , ""
[00:01:39] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(7.86, 1.00, 30.87)" , ""
[00:01:39] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-6.52, 1.15, 27.92)" , ""
[00:01:39] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-20.30, -0.11, -28.95)" , ""
[00:01:39] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-21.16, -0.11, -33.91)" , ""
[00:01:39] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-0.70, 1.15, 21.86)" , ""
[00:01:39] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-0.50, 1.15, 20.56)" , ""
[00:01:39] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(-22.01, -0.10, -33.00)" , ""
[00:01:39] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(-15.87, -0.13, -33.83)" , ""
[00:01:39] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(-19.13, -0.11, -30.39)" , ""
[00:01:39] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(-15.61, -0.12, -27.71)" , ""
[00:01:39] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-4.88, 0.07, -33.45)" , ""
[00:01:39] , "Team 1" , "2" , "Lúcio" , "EV_UsedAbility_1" , "Lúcio" , ""
[00:01:40] , "Team 1" , "2" , "Lúcio" , "EV_UsedAbility_1" , "Lúcio" , ""
[00:01:41] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-19.66, 1.72, -15.91)" , ""
[00:01:41] , "Team 2" , "5" , "Torbjörn" , "EV_PlayerPosition" , "(7.86, 1.00, 30.87)" , ""
[00:01:41] , "Team 2" , "4" , "Bastion" , "EV_PlayerPosition" , "(-4.69, 0.34, 18.31)" , ""
[00:01:41] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-20.30, -0.11, -28.95)" , ""
[00:01:41] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-21.16, -0.11, -33.91)" , ""
[00:01:41] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-2.68, 0.07, 14.25)" , ""
[00:01:41] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-1.05, -0.12, 12.12)" , ""
[00:01:41] , "Team 1" , "5" , "Soldier: 76" , "EV_PlayerPosition" , "(-23.54, -0.09, -35.34)" , ""
[00:01:41] , "Team 1" , "4" , "Zarya" , "EV_PlayerPosition" , "(-10.31, 0.07, -35.77)" , ""
[00:01:41] , "Team 1" , "3" , "Roadhog" , "EV_PlayerPosition" , "(-23.51, 0.05, -24.94)" , ""
[00:01:41] , "Team 1" , "2" , "Lúcio" , "EV_PlayerPosition" , "(-11.63, -0.11, -20.68)" , ""
[00:01:41] , "Team 1" , "1" , "Zenyatta" , "EV_PlayerPosition" , "(-2.85, 0.07, -33.90)" , ""
[00:01:41] , "Team 2" , "5" , "Torbjörn" , "EV_Charge_Ultimate" , "29" , ""
[00:01:41] , "Team 2" , "4" , "Bastion" , "EV_Charge_Ultimate" , "19" , ""
[00:01:41] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "16" , ""
[00:01:41] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "30" , ""
[00:01:41] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "21" , ""
[00:01:41] , "Team 2" , "0" , "Zenyatta" , "EV_Charge_Ultimate" , "14" , ""
[00:01:41] , "Team 1" , "5" , "Soldier: 76" , "EV_Charge_Ultimate" , "15" , ""
